受注No,受注日,得意先,得意先注文No,製品名１,製品名２,受注数量,単位,台数,受注金額,納期,納期返事,版区,入日,工程１－工程名,工程１－号機名,工程１－完了日,工程１－完了数,工程２－工程名,工程２－号機名,工程２－完了日,工程２－完了数,工程３－工程名,工程３－号機名,工程３－完了日,工程３－完了数,工程４－工程名,工程４－号機名,工程４－完了日,工程４－完了数,工程５－工程名,工程５－号機名,工程５－完了日,工程５－完了数,工程６－工程名,工程６－号機名,工程６－完了日,工程６－完了数,工程７－工程名,工程７－号機名,工程７－完了日,工程７－完了数,工程８－工程名,工程８－号機名,工程８－完了日,工程８－完了数,工程９－工程名,工程９－号機名,工程９－完了日,工程９－完了数,工程１０－工程名,工程１０－号機名,工程１０－完了日,工程１０－完了数,最終納品日,最終伝票No,納品金額,状態１,状態２
0000326152-000,2026/05/18,浜松メディア,ORD-33788,不織布 ロール 100μ 透明,,31360,ｍ,  0,86720,2026/07/21,2026/07/21,無地,,スリッター,５号機,2026/07/15 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326153-000,2026/05/18,浜松メディア,ORD-67132,透明 カップ 300μ 黒,,57846,枚,  0,765620,2026/07/01,2026/08/17,旧版,,印刷,1-Ｆ号機,2026/07/07 確,0,サイド,２３号機,2026/08/03 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326154-000,2026/05/18,浜松メディア,ORD-74451,OPP 袋 100μ 青,,49066,枚,  0,21959,2026/10/08,,旧版,,印刷,2-Ｆ号機,           未,0,スリッター,６号機,           未,0,カット大谷,大谷ｶｯﾄ,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326155-000,2026/05/18,浜松メディア,ORD-71605,PET パウチ 300μ 銀,,11760,ｍ,  0,55607,2026/06/08,2026/06/10,無地,,スリッター,５号機,2026/06/09 完,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/10,348571,63523,,
0000326156-000,2026/05/18,浜松産業,ORD-53687,AL トレー 100μ 銀,,3880,ｍ,  0,52081,2026/06/22,2026/06/16,旧版,,印刷,山一包材,2026/06/15 完,3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/16,348768,97835,,
0000326157-000,2026/05/18,神戸デザイン(有),ORD-23710,NY チューブ 100μ クリア,,1200,ｍ,  0,999398,2026/06/15,2026/06/16,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/15 完,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/16,348699,268637,,
0000326158-000,2026/05/18,神戸デザイン(有),ORD-53228,PE フィルム 300μ 透明,,300,枚,  0,7744,2026/06/03,2026/06/18,無地,,サイド,２１号機,2026/06/09 完,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/18,348821,9117,,
0000326159-000,2026/05/18,新潟工業(有),ORD-47777,CPP シート 100μ 黒,,34000,枚,  0,794769,2026/06/26,2026/07/16,旧版,,印刷,1号機,2026/06/11 完,3800,ラミネート,Ｌ2号機,2026/06/22 確,0,スリッター,６号機,2026/07/08 確,0,サイド,１４号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326160-000,2026/05/18,新潟工業(有),ORD-62488,CPP シート 100μ 黒,,34000,枚,  0,953085,2026/06/26,2026/07/16,旧版,,印刷,1号機,2026/06/11 完,4000,ラミネート,Ｌ2号機,2026/06/22 確,0,スリッター,６号機,2026/07/07 確,0,サイド,１４号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326161-000,2026/05/18,新潟工業(有),ORD-82102,EVOH テープ 300μ 青,,41500,枚,  0,138479,2026/07/10,2026/07/27,旧版,,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326162-000,2026/05/18,神戸デザイン(有),ORD-69614,AL トレー 100μ 銀,,900,枚,  0,2442,2026/06/04,2026/06/18,無地,,サイド,２１号機,2026/06/09 完,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/18,348821,6153,,
0000326163-000,2026/05/18,新潟工業(有),ORD-43082,紙 ラベル 300μ クリア,,41500,枚,  0,438977,2026/07/10,2026/07/27,旧版,,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326164-000,2026/05/18,新潟工業(有),ORD-25194,不織布 ロール 100μ 透明,,41500,枚,  0,910075,2026/07/10,2026/07/27,旧版,,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326165-000,2026/05/18,新潟工業(有),ORD-62976,透明 カップ 300μ 黒,,7280,ｍ,  0,639593,2026/06/15,2026/06/16,旧版,,印刷,5号機,2026/06/09 完,1960,ラミネート,Ｌ2号機,2026/06/11 完,1840,スリッター,２号機,2026/06/15 完,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/22,348742,964998,,
0000326166-000,2026/05/18,新潟工業(有),ORD-10150,OPP 袋 100μ 青,,3560,ｍ,  0,96200,2026/07/13,2026/07/13,旧版,,印刷,4号機,2026/07/03 確,0,ラミネート,Ｌ１号,2026/07/06 確,0,スリッター,５号機,2026/07/08 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326167-000,2026/05/18,長崎パッケージ,ORD-81118,PET パウチ 300μ 銀,,26461,枚,  0,70552,2026/06/29,2026/07/17,旧版,,印刷,2-Ｆ号機,2026/06/30 確,0,スリッター,５号機,2026/07/09 確,0,合掌,９号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326168-000,2026/05/18,長崎パッケージ,ORD-64165,NY チューブ 100μ クリア,,26461,枚,  0,17104,2026/06/29,2026/07/17,旧版,,印刷,2-Ｆ号機,2026/06/30 確,0,スリッター,５号機,2026/07/09 確,0,合掌,９号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326169-000,2026/05/18,川崎商事(株),ORD-34586,PE フィルム 300μ 透明,,7840,ｍ,  0,77952,2026/06/22,2026/06/24,無地,,スリッター,２号機,2026/06/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326170-000,2026/05/18,新潟工業(有),ORD-57419,CPP シート 100μ 黒,,41500,枚,  0,752878,2026/07/10,2026/07/27,改版,2026/02/25,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326171-000,2026/05/18,川崎商事(株),,EVOH テープ 300μ 青,,12343,枚,  0,893188,2026/06/24,2026/07/13,旧版,,印刷,1号機,2026/06/15 完,1790,ラミネート,Ｌ2号機,2026/06/16 完,1680,スリッター,６号機,2026/06/23 確,0,サイド,１７号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326172-000,2026/05/18,新潟工業(有),ORD-75338,AL トレー 100μ 銀,,41500,枚,  0,755788,2026/07/10,2026/07/27,改版,2026/06/01,印刷,4号機,2026/07/02 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326173-000,2026/05/18,長崎パッケージ,ORD-67939,紙 ラベル 300μ クリア,,9837,枚,  0,16764,2026/07/22,2026/07/22,旧版,,印刷,1-Ｆ号機,2026/07/13 確,0,サイド,６号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326174-000,2026/05/18,長崎パッケージ,ORD-36680,不織布 ロール 100μ 透明,,33750,枚,  0,380028,2026/07/16,2026/07/31,無地,,サイド,６号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326175-000,2026/05/18,埼玉プリント㈱,ORD-81987,透明 カップ 300μ 黒,,82153,枚,  0,237377,2026/06/25,2026/07/30,無地,,ラミネート,宮内紙工,2026/06/16 確,0,巻き直し,社内検品機１,           削,0,スリッター,２号機,2026/07/16 確,0,サイド,４号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326176-000,2026/05/18,埼玉プリント㈱,ORD-47752,OPP 袋 100μ 青,,10000,枚,  0,67424,2026/09/01,,無地,,底フレーム,２４号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326177-000,2026/05/18,埼玉プリント㈱,ORD-73532,PET パウチ 300μ 銀,,59649,枚,  0,227324,2026/09/18,,旧版,,印刷,2号機,           未,0,ラミネート,Ｌ１号,           未,0,スリッター,４号機,           未,0,サイド,１３号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326178-000,2026/05/18,埼玉プリント㈱,ORD-13783,NY チューブ 100μ クリア,,59649,枚,  0,760626,2026/11/10,,旧版,,印刷,2号機,           未,0,ラミネート,Ｌ１号,           未,0,スリッター,４号機,           未,0,サイド,１３号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326179-000,2026/05/18,新潟工業(有),ORD-89806,PE フィルム 300μ 透明,,41500,枚,  0,938141,2026/07/10,2026/07/27,改版,2026/06/01,印刷,4号機,2026/07/02 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326180-000,2026/05/19,姫路デザイン(有),ORD-41365,CPP シート 100μ 黒,,37600,枚,  0,844261,2026/06/04,2026/07/16,旧版,,印刷,1号機,2026/06/17 完,7790,サイド,１７号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326181-000,2026/05/19,岡山印刷㈲,ORD-30758,EVOH テープ 300μ 青,,44705,枚,  0,425845,2026/06/26,2026/07/27,旧版,,印刷,4号機,2026/06/17 完,3940,サイド,２２号機,2026/07/22 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326182-000,2026/05/19,川崎サプライ(株),,AL トレー 100μ 銀,,20000,ｍ,  0,0,2026/06/15,2026/06/29,旧版,,ｺﾛﾅ処理加,その他,2026/06/05 確,0,巻き直し,社内検品機２,2026/06/24 確,0,印刷,3-Ｆ号機,2026/06/26 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326183-000,2026/05/19,埼玉クリエイト㈱,ORD-82199,紙 ラベル 300μ クリア,,96000,枚,  0,114338,2026/07/20,2026/07/21,新版,2026/06/30,印刷,5-Ｆ号機,2026/07/02 確,0,ラミネート,Ｌ2号機,2026/07/08 確,0,巻き直し,社内検品機１,2026/07/08 確,0,スリッター,２号機,2026/07/10 確,0,サイド,４号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326184-000,2026/05/19,相模商事(株),ORD-82384,不織布 ロール 100μ 透明,,42500,枚,  0,527809,2026/05/29,2026/06/12,旧版,,印刷,1号機,2026/06/01 完,3820,ラミネート,宮内紙工,2026/06/08 完,3760,三方,１６号機,2026/06/10 完,42600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326185-000,2026/05/19,千葉フィルム㈲,,透明 カップ 300μ 黒,,60000,ｍ,  0,0,2026/05/28,2026/05/28,無地,,スリッター,２号機,2026/05/26 完,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/05/29,348037,0,,
0000326186-000,2026/05/19,相模商事(株),ORD-22217,OPP 袋 100μ 青,,21253,枚,  0,335615,2026/06/17,2026/07/24,旧版,,印刷,5-Ｆ号機,2026/07/07 確,0,ラミネート,宮内紙工,2026/07/10 確,0,三方,１０号機,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326187-000,2026/05/19,千葉ラベル㈲,ORD-24871,PET パウチ 300μ 銀,,30000,個,  0,583863,2026/06/04,2026/06/11,新版,2026/05/27,印刷,山一包材,2026/06/05 完,3540,スリッター,３号機,2026/06/09 完,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/11,348594,223172,,
0000326188-000,2026/05/19,姫路加工(有),ORD-94896,NY チューブ 100μ クリア,,28888,枚,  0,30181,2026/07/27,2026/07/29,旧版,,印刷,4号機,2026/07/22 確,0,サイド,１２号機,2026/07/28 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326189-000,2026/05/19,浜松パッケージ,ORD-75323,PE フィルム 300μ 透明,,11040,ｍ,  0,851413,2026/08/05,2026/08/05,新版,,印刷,5号機,           削,0,スリッター,２号機,           削,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
0000326190-000,2026/05/19,熊本クリエイト㈱,ORD-48254,CPP シート 100μ 黒,,42857,枚,  0,633590,2026/07/22,2026/07/24,旧版,,印刷,2号機,2026/07/01 確,0,スリッター,５号機,2026/07/14 確,0,サイド,３号機,2026/07/23 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326191-000,2026/05/19,姫路デザイン(有),ORD-45838,EVOH テープ 300μ 青,,110857,枚,  0,535673,2026/06/03,2026/07/02,無地,,サイド,東邦ﾌｲﾙﾑ,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326192-000,2026/05/19,姫路デザイン(有),ORD-73242,EVOH テープ 300μ 青,,110857,枚,  0,595158,2026/06/11,2026/07/06,無地,,サイド,東邦ﾌｲﾙﾑ,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326193-000,2026/05/19,名古屋テック(株),ORD-41946,AL トレー 100μ 銀,,4932,枚,  0,69871,2026/07/13,2026/06/29,無地,,サイド,６号機,2026/06/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326194-000,2026/05/19,浜松パッケージ,ORD-82255,紙 ラベル 300μ クリア,,19789,枚,  0,28958,2026/08/17,2026/08/17,無地,,サイド,２１号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326195-000,2026/05/19,千葉ラベル㈲,ORD-60277,不織布 ロール 100μ 透明,,80000,枚,  0,299869,2026/06/18,2026/07/23,旧版,,印刷,4号機,2026/06/22 確,0,ラミネート,Ｌ１号,2026/06/24 確,0,スリッター,６号機,2026/07/06 確,0,サイド,１４号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326196-000,2026/05/19,相模テック(株),ORD-88561,透明 カップ 300μ 黒,,19000,枚,  0,632929,2026/07/21,2026/07/28,旧版,,印刷,5-Ｆ号機,2026/07/14 確,0,サイド,２３号機,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326197-000,2026/05/19,京都パッケージ,ORD-27892,OPP 袋 100μ 青,,900,ｍ,  0,173201,2026/06/02,2026/06/02,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/05/26 完,900,ラミネート,Ｌ2号機,2026/05/29 完,840,ラミ２回目,Ｌ2号機,2026/05/29 完,780,巻き直し,社内検品機１,2026/05/29 完,750,スリッター,２号機,2026/06/01 完,750,ｽﾘｯﾄ２回目,２号機,2026/06/01 完,300,,,,,,,,,,,,,,,,,2026/06/03,348340,389666,,
0000326198-000,2026/05/19,長崎パッケージ,ORD-64387,PET パウチ 300μ 銀,,25230,枚,  0,456385,2026/07/06,2026/07/14,旧版,,印刷,4号機,2026/06/26 確,0,ラミネート,Ｌ2号機,2026/06/30 確,0,スリッター,５号機,2026/07/02 確,0,合掌,９号機,2026/07/03 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326199-000,2026/05/19,長崎産業,ORD-76550,NY チューブ 100μ クリア,,12000,ｍ,  0,380150,2026/06/15,2026/06/15,無地,,スリッター,５号機,2026/06/11 完,3970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/15,348695,960408,,
0000326200-000,2026/05/19,長崎パッケージ,ORD-10336,PE フィルム 300μ 透明,,77142,枚,  0,396578,2026/07/06,2026/07/16,無地,,ラミネート,宮内紙工,2026/06/22 確,0,スリッター,６号機,2026/07/09 確,0,合掌,８号機,2026/07/14 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326201-000,2026/05/19,長崎パッケージ,ORD-49132,CPP シート 100μ 黒,,38222,枚,  0,86931,2026/07/01,2026/07/21,旧版,,印刷,2-Ｆ号機,2026/06/30 確,0,スリッター,５号機,2026/07/06 確,0,合掌,９号機,2026/07/15 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326202-000,2026/05/19,浜松パッケージ,ORD-86011,EVOH テープ 300μ 青,,32727,枚,  0,791998,2026/07/02,2026/07/13,旧版,,印刷,2-Ｆ号機,2026/06/26 確,0,スリッター,３号機,2026/07/01 確,0,サイド,１９号機,2026/07/06 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326203-000,2026/05/19,姫路工業(有),ORD-74178,AL トレー 100μ 銀,,103225,枚,  0,255813,2026/07/10,2026/07/13,無地,,サイド,２号機,2026/07/06 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326204-000,2026/05/19,京都パッケージ,ORD-68529,紙 ラベル 300μ クリア,,1500,ｍ,  0,664742,2026/06/09,2026/06/09,新版,,ﾃﾞｼﾞﾀﾙ印刷,ｲﾝﾃﾞｨｺﾞ2号,2026/06/02 完,1000,ラミネート,Ｌ2号機,2026/06/05 完,900,ラミ２回目,Ｌ2号機,2026/06/05 完,810,巻き直し,社内検品機１,2026/06/05 完,790,スリッター,２号機,2026/06/08 完,790,ｽﾘｯﾄ２回目,２号機,2026/06/08 完,500,,,,,,,,,,,,,,,,,2026/06/10,348515,607868,,
0000326205-000,2026/05/19,川崎サプライ(株),ORD-55236,不織布 ロール 100μ 透明,,10987,枚,  0,53573,2026/07/13,2026/07/24,新版,2026/05/28,印刷,4号機,2026/06/17 完,1920,スリッター,５号機,2026/07/15 確,0,サイド,５号機,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326206-000,2026/05/19,姫路工業(有),,透明 カップ 300μ 黒,,5733,枚,  0,82340,2026/09/02,,無地,,ラミネート,Ｌ2号機,           未,0,スリッター,５号機,           未,0,合掌,９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326207-000,2026/05/19,姫路工業(有),,OPP 袋 100μ 青,,8181,枚,  0,899929,2026/09/02,,無地,,ラミネート,Ｌ2号機,           未,0,スリッター,４号機,           未,0,合掌,９号機,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326208-000,2026/05/19,姫路工業(有),ORD-81228,PET パウチ 300μ 銀,,218400,枚,  0,495533,2026/07/02,,旧版,,印刷,5-Ｆ号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,その他製袋,はつかいち,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326209-000,2026/05/19,姫路工業(有),ORD-69682,NY チューブ 100μ クリア,,218400,枚,  0,437408,2026/07/01,,旧版,,印刷,5-Ｆ号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,３号機,           未,0,その他製袋,はつかいち,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326210-000,2026/05/19,姫路工業(有),ORD-34727,PE フィルム 300μ 透明,,224000,枚,  0,5006492,2026/07/01,,旧版,,印刷,5-Ｆ号機,           未,0,ラミネート,宮内紙工,           未,0,スリッター,２号機,           未,0,その他製袋,はつかいち,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326211-000,2026/05/19,姫路加工(有),ORD-84946,EVOH テープ 300μ 青,,15520,ｍ,  0,501574,2026/07/17,2026/07/17,旧版,,印刷,5号機,2026/07/02 確,0,スリッター,２号機,2026/07/16 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326212-000,2026/05/19,千葉ラベル㈲,ORD-40613,CPP シート 100μ 黒,,37209,枚,  0,997594,2026/06/23,2026/07/15,旧版,,印刷,2号機,2026/06/09 完,1960,ラミネート,Ｌ１号,2026/06/18 完,1910,スリッター,６号機,2026/06/25 確,0,サイド,２９号機,2026/07/09 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326213-000,2026/05/19,長崎パッケージ,ORD-63841,EVOH テープ 300μ 青,,26153,枚,  0,145767,2026/10/01,,旧版,,印刷,2号機,           未,0,サイド,３号機,           未,0,後加工,後加工（耳き,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326214-000,2026/05/19,新潟加工(有),,AL トレー 100μ 銀,,6400,枚,  0,51704,2026/06/30,2026/07/21,旧版,,印刷,4号機,2026/07/06 確,0,ラミネート,Ｌ１号,2026/07/07 確,0,スリッター,６号機,2026/07/08 確,0,合掌,９号機,2026/07/13 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326215-000,2026/05/19,札幌プリント㈱,,紙 ラベル 300μ クリア,,21333,枚,  0,71993,2026/06/10,2026/08/04,無地,,サイド,平川ポリ,2026/07/28 確,0,後加工,後加工　その,           未,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326216-000,2026/05/19,千葉ラベル㈲,,不織布 ロール 100μ 透明,,14650,個,  0,839485,2026/06/01,2026/06/03,改版,2026/04/27,印刷,1-Ｆ号機,2026/05/29 完,3000,ラミネート,Ｌ2号機,2026/06/01 完,3720,スリッター,３号機,2026/06/02 完,2820,ｳｪｯﾄﾇｷ加工,後加工　その,2026/06/05 完,15550,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/08,348435,950823,,
0000326217-000,2026/05/19,浜松メディア,ORD-59968,透明 カップ 300μ 黒,,11750,枚,  0,60604,2026/06/25,2026/06/25,無地,,サイド,２８号機,2026/06/12 完,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326218-000,2026/05/19,浜松メディア,ORD-96991,OPP 袋 100μ 青,,24266,枚,  0,95461,2026/06/18,2026/07/03,旧版,,印刷,1-Ｆ号機,2026/06/19 確,0,サイド,２２号機,2026/06/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326219-000,2026/05/19,新潟工業(有),ORD-29936,AL トレー 100μ 銀,,41500,枚,  0,619389,2026/07/10,2026/07/28,旧版,,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326220-000,2026/05/19,浜松産業,ORD-14852,PET パウチ 300μ 銀,,15360,ｍ,  0,232378,2026/07/24,2026/07/24,旧版,,印刷,5号機,2026/07/17 確,0,スリッター,２号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326221-000,2026/05/19,浜松産業,ORD-75836,NY チューブ 100μ クリア,,15360,ｍ,  0,718849,2026/07/24,2026/07/24,旧版,,印刷,5号機,2026/07/17 確,0,スリッター,２号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326222-000,2026/05/19,新潟工業(有),ORD-53515,AL トレー 100μ 銀,,41500,枚,  0,205239,2026/07/21,2026/07/28,旧版,,印刷,4号機,2026/07/01 確,0,ラミネート,Ｌ１号,2026/07/03 確,0,スリッター,４号機,2026/07/07 確,0,サイド,１３号機,2026/07/24 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326223-000,2026/05/19,浜松産業,ORD-67711,PE フィルム 300μ 透明,,15360,ｍ,  0,204555,2026/07/24,2026/07/24,旧版,,印刷,5号機,2026/07/17 確,0,スリッター,２号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326224-000,2026/05/19,川崎商事(株),ORD-78937,CPP シート 100μ 黒,,26875,枚,  0,579123,2026/08/03,2026/07/31,旧版,,印刷,3号機,2026/07/24 確,0,ラミネート,Ｌ2号機,2026/07/27 確,0,スリッター,４号機,2026/07/28 確,0,サイド,１７号機,2026/07/29 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326225-000,2026/05/19,川崎商事(株),ORD-12011,EVOH テープ 300μ 青,,26875,枚,  0,857537,2026/07/01,2026/07/22,旧版,,印刷,4号機,2026/06/08 完,3900,ラミネート,Ｌ2号機,2026/07/14 確,0,スリッター,３号機,2026/07/15 確,0,サイド,１７号機,2026/07/17 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326226-000,2026/05/19,川崎商事(株),ORD-28894,AL トレー 100μ 銀,,26875,枚,  0,529893,2026/07/01,2026/07/24,旧版,,印刷,4号機,2026/06/09 完,4000,ラミネート,Ｌ2号機,2026/07/14 確,0,スリッター,４号機,2026/07/15 確,0,サイド,１７号機,2026/07/21 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
0000326227-000,2026/05/19,名古屋商事(株),ORD-95823,紙 ラベル 300μ クリア,,3840,ｍ,  0,30232,2026/06/08,2026/06/15,旧版,,印刷,1号機,2026/06/09 完,3870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026/06/15,348684,19807,,
0000326228-000,2026/05/19,新潟工業(有),ORD-71537,不織布 ロール 100μ 透明,,22560,ｍ,  0,919488,2026/07/09,2026/07/09,新版,2026/06/01,印刷,4号機,2026/07/02 確,0,ラミネート,Ｌ１号,2026/07/06 確,0,スリッター,５号機,2026/07/08 確,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,仕掛,
